Partner Name,Pillar,Solution (Sales Play),Product,Tier 1 Profiles Count,Tier 2 Profiles Count,Total Tier 1 & 2 Profiles,Capacity Status (DRP vs Workloads)
Noventiq (Softline),Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Noventiq (Softline),Security,Secure Innovation with Google Cloud,Cloud Security,1,3,4,🟢 Ready (4 profiles)
Noventiq (Softline),Workspace,Agentic Workplace Transformation,Workspace,9,2,11,🟢 Ready (11 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,1,1,🟢 Ready (1 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Application Modernization,"Migrate, Modernize and Build",Cloud Run,10,15,25,🟢 Ready (25 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,7,12,19,🟢 Ready (19 DRP / 13 wkls)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,3,3,🟡 Constrained (3 DRP / 30 wkls)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,1,1,🟢 Ready (1 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
INFORMACIÓN LOCALIZADA SAS (Servinformación),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,1,1,🟢 Ready (1 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,1,1,🟢 Ready (1 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,20,15,35,🟢 Ready (35 DRP / 19 wkls)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,20,15,35,🟢 Ready (35 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Artificial Intelligence,Scale AI Apps and Agents,AI Applications,6,5,11,🟢 Ready (11 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,20,15,35,🟡 Constrained (35 DRP / 38 wkls)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,20,15,35,🟢 Ready (35 DRP / 3 wkls)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,20,11,31,🟢 Ready (31 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,9,8,17,🟢 Ready (17 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Data & Analytics,The AI Ready Data Cloud,BigQuery,20,11,31,🟢 Ready (31 DRP / 23 wkls)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Data & Analytics,The AI Ready Data Cloud,Dataflow,9,8,17,🟢 Ready (17 DRP / 1 wkls)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
INFORMACIÓN LOCALIZADA SAS (Servinformación),Data & Analytics,The AI Ready Data Cloud,Looker,18,3,21,🟢 Ready (21 DRP / 1 wkls)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
INFORMACIÓN LOCALIZADA SAS (Servinformación),Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,4,4,🟢 Ready (4 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
INFORMACIÓN LOCALIZADA SAS (Servinformación),Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,🔴 Gap (0 DRP / 1 wkls)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Databases,The AI Ready Data Cloud,Cloud SQL,,4,4,🟢 Ready (4 DRP / 1 wkls)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
INFORMACIÓN LOCALIZADA SAS (Servinformación),Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
INFORMACIÓN LOCALIZADA SAS (Servinformación),Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,2,,2,🟢 Ready (2 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,3,7,10,🟢 Ready (10 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,4,15,19,🟢 Ready (19 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,71,19,90,🟢 Ready (90 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
INFORMACIÓN LOCALIZADA SAS (Servinformación),Security,Agentic Defense with Google Security,Google Threat Intelligence,1,2,3,🟢 Ready (3 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Security,Agentic Defense with Google Security,Security Command Center,13,2,15,🟢 Ready (15 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Security,Agentic Defense with Google Security,Security Operations,7,2,9,🟢 Ready (9 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Security,Secure Innovation with Google Cloud,Cloud Security,12,3,15,🟢 Ready (15 profiles)
INFORMACIÓN LOCALIZADA SAS (Servinformación),Workspace,Agentic Workplace Transformation,Workspace,12,,12,🟢 Ready (12 profiles)
