Partner Name,Customer Account Name,Account Tier,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Sales Play,Workload Solution,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD),Capacity Status (DRP Readiness),Last Touch,Link
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htWqyQAE/view"", ""Valgroup"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ6VOAU/view"", ""Plantas - Lorena e Itamonte"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAakHIAT/view"", ""Modernizacao Industria - Valgroup"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",Not a Solution,0-2: Tech Eval/Solution Dev,2026-09-22,2026-11-02,"500,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ6LOAU/view"", ""Agent - Atendimento"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAajlIAD/view"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",,Corporate,BR CORP,Developer AI Assistance,Developer AI Assistance,Developer AI Assistance,0-2: Tech Eval/Solution Dev,2026-10-06,2026-10-29,"400,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ5XOAU/view"", ""Jornada Comercial / Atendimento"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAajlIAD/view"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",GKE/CloudRun,0-2: Tech Eval/Solution Dev,2026-08-24,2026-10-20,"300,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hW5IBQA0/view"", ""AutoGlass"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kIu0OAE/view"", ""AutoGlass - Abertura Sinistro"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFFJjIAP/view"", ""AutoGlass -  Abertura de Sinistro"")",,Corporate,BR CORP,Customer Engagement,Gemini Enterprise for Customer Experience (Customer Engagement),Customer Experience Agent Studio,3:  Proposal / Negotiation,2026-08-18,2026-09-08,"82,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hUEKQQA4/view"", ""PATRUS TRANSPORTES LTDA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZIkAOAW/view"", ""Projeto de Inovação - Patrus (tier1)"")",,,Corporate,BR CORP,Build with AI,,,0-2: Tech Eval/Solution Dev,2026-08-28,2026-10-28,"80,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eLB4OAM/view"", ""Intelbrás - GenBI - GECX"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFFOPIA5/view"", ""Intelbrás - GenBI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000TaApKAK/view"", ""ER-504118"")",Corporate,BR CORP,Build with AI,Gemini Enterprise for Customer Experience (Build with AI),,3:  Proposal / Negotiation,2026-08-26,2026-09-16,"108,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htWqyQAE/view"", ""Valgroup"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kIK2OAM/view"", ""Modernizacao Industria"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAakHIAT/view"", ""Modernizacao Industria - Valgroup"")",,Corporate,BR CORP,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),,3:  Proposal / Negotiation,2026-09-25,2026-10-29,"350,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kIJxOAM/view"", ""Intelbras - Modernizacao Industria - Negocios"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAajlIAD/view"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",,0-2: Tech Eval/Solution Dev,2026-09-24,2026-10-28,"250,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hW5IBQA0/view"", ""AutoGlass"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eKa8OAE/view"", ""AutoGlass - Gemini Platform (VertexAI) - Marketing Digital"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFFHKIA5/view"", ""AutoGlass - Marketing Digital - VertexAI"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",,3:  Proposal / Negotiation,2026-09-30,2026-10-15,"49,605.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hanH8QAI/view"", ""Omnibees Marketing e Distribuição Hotelaria EIRELI"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZFnjOAG/view"", ""OMNIBEES - GEMINI ENTERPRISE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFTfpIAH/view"", ""OMNIBEES #GEMINI ENTERPRISE #GCP #OUT"")",,Corporate,BR CORP,Build with AI,,,0-2: Tech Eval/Solution Dev,2026-07-31,2026-08-31,"15,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZEMcOAO/view"", ""Intelbras - GEGX"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Op9pYIAR/view"", ""Intelbrás S/A #GCP #GECX"")",,Corporate,BR CORP,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Gemini Enterprise,3:  Proposal / Negotiation,2026-08-31,2026-09-30,"110,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qqD1qQAE/view"", ""OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS - ONR"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eD5cOAE/view"", ""GE_ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oow08IAB/view"", ""Gemini Ent_ONR #TDSYNNEX_NY_EXPEDITION_26"")",,Corporate,BR CORP,Build with AI,Scale AI Apps and Agents,Not a Solution,3:  Proposal / Negotiation,2026-10-01,2026-12-31,"50,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWlDEQA0/view"", ""Embraco"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tdCmOAI/view"", ""[Embraco | Nidec] #Projetos de IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OElBMIA1/view"", ""[Embraco | Nidec] #Data & Analytics TDSYNNEX_NY_EXPEDITION_26"")",,Corporate,BR CORP,Build with AI,"Your Business, Your Models",Agent and Model Platform,3:  Proposal / Negotiation,2026-08-15,2026-08-28,"90,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hc6D8QAI/view"", ""Protege S/A Serviços Especiais"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e82bOAA/view"", ""Protege - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OTFaHIAX/view"", ""Protege - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000TYi6KAG/view"", ""ER-497825"")",Corporate,BR CORP,Build with AI,Lead the Agentic Workplace Transformation (Gemini Enterprise),Gemini Enterprise,3:  Proposal / Negotiation,2026-08-27,2026-09-30,"150,000.00",🟡 Constrained (1 DRP Profile),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKEpfQAG/view"", ""Tegma Gestão Logística S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e89NOAQ/view"", ""tegma - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NSWQ6IAP/view"", ""Tegma Gestão Logística S/A #GCP #OUT #GeminiEnterprise"")",,Corporate,BR CORP,Customer Engagement,Gemini Enterprise for Customer Experience (Customer Engagement),Customer Experience Insights,0-2: Tech Eval/Solution Dev,2026-10-23,2026-12-11,"18,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hfmrYQAQ/view"", ""Banco Bocom BBM"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e7OEOAY/view"", ""Banco Bocom BBM - Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OTe2OIAT/view"", ""BANCO BOCOM # GEMINI ENTERPRISE"")",,Corporate,BR CORP,Build with AI,,,0-2: Tech Eval/Solution Dev,2026-08-31,2026-09-30,"20,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qK4FJQA0/view"", ""AUTOPASS S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e5aDOAQ/view"", ""OCI Migration_Autopass"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NQLnMIAX/view"", ""OCI Migration_Autopass"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",Not a Solution,0-2: Tech Eval/Solution Dev,2026-11-30,2026-12-28,"300,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6QxmQAE/view"", ""Construtora Tenda S/A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e58zOAA/view"", ""Inteligencia Terrenos_Tenda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NysG8IAJ/view"", ""Inteligencia Terrenos_Tenda"")",,Corporate,BR CORP,Migrate Modernize and Build,"Migrate, Modernize and Build",Not a Solution,3:  Proposal / Negotiation,2026-08-27,2026-09-28,"40,000.00",🔴 Capacity Gap (0 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htVnnQAE/view"", ""AeC Centro de Contatos S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dx5YOAQ/view"", ""Bot de Automacao Tecnica"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NPZDpIAP/view"", ""AeC - Projeto de Bot Inteligente #AIMBH26"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PJIPKA4/view"", ""ER-455812"")",Corporate,BR CORP,Build with AI,Gemini Enterprise for Customer Experience (Build with AI),AI Search & Specialized AI,0-2: Tech Eval/Solution Dev,2026-07-31,2026-08-20,"60,000.00",🟢 Ready (4 DRP Profiles),,
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MADEINWEB S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h5kT9QAI/view"", ""Banco Rendimento"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082I3qOAE/view"", ""Rendimento | Software Developer"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000M1BmZIAV/view"", ""Banco Rendimento | Esteira de AI"")",,Corporate,BR CORP,Build with AI,Scale AI Apps and Agents,Not a Solution,4.3: Migrated/Implemented,2025-11-24,2026-02-23,"65,973.36",🟢 Ready (4 DRP Profiles),,
