Customer Account Name,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lyFlxQAE/view"", ""G4 Solutions in Information Management"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCwiOAE/view"", ""#WL_G4Solutions_Growth"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KYW0jIAH/view"", ""G4 - Commit 3Y"")",,Corporate,BR CORP,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-04-30,2026-06-26,"25,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hM15bQAC/view"", ""Vale Presente"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCRsOAM/view"", ""Ambiente Banco VP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Om7DHIAZ/view"", ""Vale Presente New Recommit"")",,Corporate,BR CORP,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-04-27,2026-05-26,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001scDbWQAU/view"", ""Platzi"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082SK3OAM/view"", ""Platzi B2B Phase3 Vertex IA 350k iACV (1Y ACV) #Veo3"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OPqGKIA1/view"", ""Platzi B2B Phase3 Vertex IA 1.5M (1Y ACV) #Veo3"")",,PS,EDU PS,Build with AI,3:  Proposal / Negotiation,2026-09-11,2026-09-14,"350,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002LSyLJQA1/view"", ""Celes Technologies INC"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009omPoOAI/view"", ""ReCommit Celes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OYKyaIAH/view"", ""Celes Recommit"")",,Corporate,MCO CORP NORTE,Analytics,4.3: Migrated/Implemented,2026-05-01,2026-07-31,"340,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hM15bQAC/view"", ""Vale Presente"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e9oSOAQ/view"", ""Nova Estrutura - VP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Om7DHIAZ/view"", ""Vale Presente New Recommit"")",,Corporate,BR CORP,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-04-24,2026-05-22,"80,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001scDbWQAU/view"", ""Platzi"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082OMPOA2/view"", ""Platzi B2B Phase2 Vertex IA 900k (1Y ACV) #Veo3"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LlFLKIA3/view"", ""Platzi B2B Phase2 Vertex IA 900k (1Y ACV) #VCBD #Foundation PYAGO"")",,PS,EDU PS,Build with AI,4.3: Migrated/Implemented,2026-03-24,2026-04-24,"900,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002RPcdoQAD/view"", ""Pay As You Drive Technologies"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082OImOAM/view"", ""GA4#BigQuery#Cloud Storage integration"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JfUM2IAN/view"", ""MIIT #COMMIT #SAPONGCP #GCVE #INB #MX"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000HR6IKAW/view"", ""ER-458157"")",Mexico,MX DN,Analytics,4.2: Ramping / Deliver,2026-05-01,2026-08-25,"94,660.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001swLJOQA2/view"", ""Inversiones Angelini y Compania Limitada"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tNxhOAE/view"", ""[Blue Express] - Data Governance + Knowledge Catalog"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000baAaoQAE/view"", ""[Blue Express] - DA - Google Cloud Platform"")",,MCO,Chile,Analytics,4.2: Ramping / Deliver,2026-07-01,2026-10-13,"24,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVM3ZQAW/view"", ""Redinterclinica S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dumpOAA/view"", ""Proyecto infra & analitycs AI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NfsAFIAZ/view"", ""Infra & Analitycs proyecto uCloud"")",,Corporate,MCO CORP SUR,Analytics,4.2: Ramping / Deliver,2026-04-27,2026-09-10,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVM3ZQAW/view"", ""Redinterclinica S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009duoROAQ/view"", ""Vertex AI for Health"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NftnOIAR/view"", ""Redinterclinica Iniciativas AI Vertex"")",,Corporate,MCO CORP SUR,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-28,2026-12-28,"85,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JWKQCQA5/view"", ""Aliare Siagri Sistemas de Gestao Ltda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006Me4eOAC/view"", ""GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LjHldIAF/view"", ""Agrometrika - Google Cloud Platform"")",,Brazil,Brazil DN,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2025-12-01,2026-01-31,"120,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hlaVZQAY/view"", ""Compania Azucarera Salvadorena SA de CV"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006Me1aOAC/view"", ""Grupo CASSA - Cortex"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000MvW9hIAF/view"", ""Grupo CASSA - SAP Hana / Cortex"")","ER-444263, ER-434244, ER-434243, ER-435473",Corporate,MCO CORP CCA,Analytics,4.1: Pre Ramp / Mobilize,2026-09-18,2026-10-23,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001ijXa5QAE/view"", ""Multilog S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009obKJOAY/view"", ""Multilog #GCVE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LjDUdIAN/view"", ""Multilog S/A / $ 396,000 TCV / 3 YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000tcy9KAA/view"", ""ER-424567"")",Corporate,BR CORP,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-10-20,2025-12-19,"116,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hPos0QAC/view"", ""DUX COMERCIO DE COMPLEMENTOS E SUPLEMENTOS ALIMENTICIOS LTDA EPP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tE7yOAE/view"", ""Dux - Analytics"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000M0PEXIA3/view"", ""DUX COMERCIO DE COMPLEMENTOS - #GCP - #Analytics"")",,Corporate,BR CORP,Analytics,4.3: Migrated/Implemented,2025-11-04,2025-11-28,"30,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002LSyLJQA1/view"", ""Celes Technologies INC"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MbhTOAS/view"", ""GTM Celes WL"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KhCD4IAN/view"", ""Celes: Joint GTM 360k"")",,Corporate,MCO CORP NORTE,Migrate and Modernize Databases,4.3: Migrated/Implemented,2025-07-23,2025-08-01,"80,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001yU2YUQA0/view"", ""SOUL CODE ACADEMY CAPACITACAO PROFISSIONAL LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oZdYOAU/view"", ""SOUL CODE - New Clusters"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LilJKIAZ/view"", ""SOUL CODE - New Clusters"")",,PS,Scaled PS,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-02-02,2026-02-27,"12,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hhVdxQAE/view"", ""TOTH ltda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MabeOAC/view"", ""TOTH  - SCC - Act"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JBujsIAD/view"", ""TOTH #GTI #Security #Outbound #CL #SDR #SalesCreditPOC"")",,Corporate,MCO CORP SUR,Security,4.3: Migrated/Implemented,2025-08-29,2025-10-30,"6,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hVM3ZQAW/view"", ""Redinterclinica S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t7tROAQ/view"", ""Cortex Sap"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LYTp5IAH/view"", ""Interclinica proyecto cortex"")","ER-394016, ER-441904",Corporate,MCO CORP SUR,Analytics,4.3: Migrated/Implemented,2025-10-20,2025-10-28,"20,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWtN4QAK/view"", ""AUTOTECNICA COLOMBIANA S A S"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MZRiOAO/view"", ""Auteco_booking"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LEiXPIA1/view"", ""Auteco_booking"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000kMeRKAU/view"", ""ER-392393"")",Corporate,MCO CORP NORTE,Analytics,4.3: Migrated/Implemented,2025-10-31,2025-11-03,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001xjZm7QAE/view"", ""Positivo Tecnologia"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MZEyOAO/view"", ""Positivo - VM"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JBwViIAL/view"", ""Positivo Educacional_CUD 1Y"")",,Corporate,BR CORP,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-08-11,2025-09-05,"64,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001howgxQAA/view"", ""Grupo Tova"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MZ6BOAW/view"", ""Tova-AgentSpace"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JfhvBIAR/view"", ""GRUPO TOVA #GCP #AGENTSPACE"")",,Corporate,MCO CORP CCA,,0-2: Tech Eval/Solution Dev,2025-07-25,2025-08-15,0.00
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002RPcdoQAD/view"", ""Pay As You Drive Technologies"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t4LzOAI/view"", ""GCVE Migration Pay as You Drive"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JfUM2IAN/view"", ""MIIT #COMMIT #SAPONGCP #GCVE #INB #MX"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000tPfOKAU/view"", ""ER-394732"")",Mexico,MX DN,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-06-09,2025-07-07,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002LSyLJQA1/view"", ""Celes Technologies INC"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MXqHOAW/view"", ""Celis: Flex 1"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Kh8O8IAJ/view"", ""Celes: Commit Joint GTM"")","ER-380388, ER-380258",Corporate,MCO CORP NORTE,Migrate and Modernize Databases,4.3: Migrated/Implemented,2025-09-05,2025-12-31,"359,999.79"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001yT1dvQAC/view"", ""FTD Educação"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009svNVOAY/view"", ""FTD -  Backup on GCVE environment"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JA2d1IAD/view"", ""[Marista] GCVE Marista Std Opp"")",,PS,EDU PS,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-04-28,2025-04-29,"50,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001lyFlxQAE/view"", ""G4 Solutions in Information Management"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009stjAOAQ/view"", ""G4 Solutions - Modernizacao Infra"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JNReJIAX/view"", ""G4 Solutions in Information Management - Google Cloud Platform"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000kE6pKAE/view"", ""ER-354807"")",Corporate,BR CORP,Migrate Modernize and Build,4.3: Migrated/Implemented,2024-11-18,2024-12-27,"300,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/001Kf000013iOmRIAU/view"", ""Camara Chilena de la Construccion A.G."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf00000827JnOAI/view"", ""OTIC  - Migración GCE + BD"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JOf30IAD/view"", ""Otic ccc - GCP Infrastructure (Ucloud) #DMTOOLKIT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf00000115GKKAY/view"", ""ER-388756"")",Corporate,MCO CORP SUR,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-08-04,2025-11-28,"144,000.00"
