Customer Account Name,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htVnnQAE/view"", ""AeC Centro de Contatos S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZLZ8OAO/view"", ""Opportunity AeC  #GeminiEnterprise #GCP #OUT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oqwu3IAB/view"", ""AeC  #GeminiEnterprise #GCP #OUT #TDSYNNEX_NY_EXPEDITION_26"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-15,,0.00
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htVnnQAE/view"", ""AeC Centro de Contatos S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZL8rOAG/view"", ""Fabrica de Agentes : Consumo Gemini Plataform"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OJSEUIA5/view"", ""Revisão da arquitetura para utilização de  Vertex AI e do Cloud Run"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-18,2026-11-06,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htWqyQAE/view"", ""Valgroup"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ6aOAE/view"", ""Plantas - Rollout"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAakHIAT/view"", ""Modernizacao Industria - Valgroup"")",,Corporate,BR CORP,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-10-30,2026-11-18,"700,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htWqyQAE/view"", ""Valgroup"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ6VOAU/view"", ""Plantas - Lorena e Itamonte"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAakHIAT/view"", ""Modernizacao Industria - Valgroup"")",,Corporate,BR CORP,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-09-22,2026-11-02,"500,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ6LOAU/view"", ""Agent - Atendimento"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAajlIAD/view"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",,Corporate,BR CORP,Developer AI Assistance,0-2: Tech Eval/Solution Dev,2026-10-06,2026-10-29,"400,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ6QOAU/view"", ""BI - Agent"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAajlIAD/view"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",,Corporate,BR CORP,Analytics,0-2: Tech Eval/Solution Dev,2026-10-20,2026-11-11,"250,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htWqyQAE/view"", ""Valgroup"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ5cOAE/view"", ""Impressao - AI - Plantas"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAzDzIAL/view"", ""Impressao - AI - Plantas #TDSYNNEX_NY_EXPEDITION_26"")",,Corporate,BR CORP,Analytics,3:  Proposal / Negotiation,2026-09-28,2026-11-16,"400,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kJ5XOAU/view"", ""Jornada Comercial / Atendimento"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAajlIAD/view"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",,Corporate,BR CORP,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-08-24,2026-10-20,"300,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hW5IBQA0/view"", ""AutoGlass"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kIu0OAE/view"", ""AutoGlass - Abertura Sinistro"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFFJjIAP/view"", ""AutoGlass -  Abertura de Sinistro"")",,Corporate,BR CORP,Customer Engagement,3:  Proposal / Negotiation,2026-08-18,2026-09-08,"82,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hqATyQAM/view"", ""Tramontina Central de Administração Ltda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZJBzOAO/view"", ""Tramontina - Precificação Omnicanal e Analytics T-Store"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NFTjHIAX/view"", ""Tramontina Central de Administração Ltda / $ 5,308,821 TCV / 3 YRS"")",,Brazil,Retail & CPG,Analytics,3:  Proposal / Negotiation,2026-08-28,2026-10-26,"120,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZIt2OAG/view"", ""CB - Delphix"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-10-19,2026-12-29,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hUBZqQAO/view"", ""Marisa Lojas S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZIi4OAG/view"", ""Marisa Commit Direcr 3Y"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PNoF9IAL/view"", ""Commit Marisa 3Y Direct"")",,Corporate,BR CORP,Analytics,3:  Proposal / Negotiation,2026-07-31,2026-09-25,"2,400,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hUEKQQA4/view"", ""PATRUS TRANSPORTES LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZIkAOAW/view"", ""Projeto de Inovação - Patrus (tier1)"")",,,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-08-28,2026-10-28,"80,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eLB4OAM/view"", ""Intelbrás - GenBI - GECX"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFFOPIA5/view"", ""Intelbrás - GenBI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000TaApKAK/view"", ""ER-504118"")",Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-08-26,2026-09-16,"108,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htWqyQAE/view"", ""Valgroup"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kIK2OAM/view"", ""Modernizacao Industria"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAakHIAT/view"", ""Modernizacao Industria - Valgroup"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-09-25,2026-10-29,"350,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kIJxOAM/view"", ""Intelbras - Modernizacao Industria - Negocios"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OAajlIAD/view"", ""Intelbras - Modernizacao (Negocios / Comercial)"")",,Corporate,BR CORP,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-09-24,2026-10-28,"250,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZI98OAG/view"", ""CB - Plataforma Agêntica"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004KN7KAM/view"", ""ER-488943"")",Brazil,Retail & CPG,Build with AI,3:  Proposal / Negotiation,2026-09-28,2026-12-31,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hW5IBQA0/view"", ""AutoGlass"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eKa8OAE/view"", ""AutoGlass - Gemini Platform (VertexAI) - Marketing Digital"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFFHKIA5/view"", ""AutoGlass - Marketing Digital - VertexAI"")",,Corporate,BR CORP,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-09-30,2026-10-15,"49,605.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZHjyOAG/view"", ""CB - Atendimento GE for CX (Ivi)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Customer Engagement,0-2: Tech Eval/Solution Dev,2026-10-26,2026-12-31,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hqATyQAM/view"", ""Tramontina Central de Administração Ltda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZHVvOAO/view"", ""Tramontina - Córtex SAP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NFTjHIAX/view"", ""Tramontina Central de Administração Ltda / $ 5,308,821 TCV / 3 YRS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004JWhKAM/view"", ""ER-487104"")",Brazil,Retail & CPG,Analytics,0-2: Tech Eval/Solution Dev,2026-08-26,2026-09-28,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hqATyQAM/view"", ""Tramontina Central de Administração Ltda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZGpeOAG/view"", ""Tramontina - WS4 NME Analytics - Operações Internacionais"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NFTjHIAX/view"", ""Tramontina Central de Administração Ltda / $ 5,308,821 TCV / 3 YRS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004MrYKAU/view"", ""ER-495029"")",Brazil,Retail & CPG,Analytics,4.2: Ramping / Deliver,2026-07-20,2026-10-12,"106,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hqATyQAM/view"", ""Tramontina Central de Administração Ltda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZGpjOAG/view"", ""Tramontina - WS2 Compras"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NFTjHIAX/view"", ""Tramontina Central de Administração Ltda / $ 5,308,821 TCV / 3 YRS"")",,Brazil,Retail & CPG,Analytics,3:  Proposal / Negotiation,2026-08-26,2026-10-19,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hqATyQAM/view"", ""Tramontina Central de Administração Ltda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZGpoOAG/view"", ""Tramontina - WS6 - Marketing ( consolidada na WS 4 )"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NFTjHIAX/view"", ""Tramontina Central de Administração Ltda / $ 5,308,821 TCV / 3 YRS"")",,Brazil,Retail & CPG,Analytics,3:  Proposal / Negotiation,2026-08-26,2026-10-19,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hkFbEQAU/view"", ""Minas Tenis Clube"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZGAxOAO/view"", ""Minas Tenis Clube #GCP #Analytics"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OpBEZIA3/view"", ""Minas Tenis Clube #GCP #Analytics #AIMBH26"")",,Corporate,BR CORP,Analytics,3:  Proposal / Negotiation,2026-08-13,2026-08-28,"90,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kGwEOAU/view"", ""GCB - MDM clientes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004MsCKAU/view"", ""ER-495050"")",Brazil,Retail & CPG,Analytics,4.2: Ramping / Deliver,2026-07-23,2026-08-21,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hanH8QAI/view"", ""Omnibees Marketing e Distribuição Hotelaria EIRELI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZFnjOAG/view"", ""OMNIBEES - GEMINI ENTERPRISE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PFTfpIAH/view"", ""OMNIBEES #GEMINI ENTERPRISE #GCP #OUT"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-07-31,2026-08-31,"15,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKIowQAG/view"", ""Intelbrás S/A Indústria de Telecomunicações Eletrônica Brasileira"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZEMcOAO/view"", ""Intelbras - GEGX"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Op9pYIAR/view"", ""Intelbrás S/A #GCP #GECX"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-08-31,2026-09-30,"110,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZD4POAW/view"", ""CB - workload negativo creditos AI #RECOMMIT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Build with AI,4.2: Ramping / Deliver,2026-08-10,2026-08-30,"-230,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZD66OAG/view"", ""CB - workload negativo creditos AI #RECOMMIT (2nd Milestone)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Build with AI,4.1: Pre Ramp / Mobilize,2026-12-01,2027-01-31,"-230,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZD6BOAW/view"", ""CB - workload negativo creditos Other #RECOMMIT (2nd Milestone)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Storage,4.1: Pre Ramp / Mobilize,2026-12-01,2027-01-31,"-350,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZD4UOAW/view"", ""CB - workload negativo creditos Other #RECOMMIT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9Xe0IAF/view"", ""GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr #DMTOOLKIT #DATALIVELABS"")",,Brazil,Retail & CPG,Storage,4.2: Ramping / Deliver,2026-08-10,2026-08-31,"-350,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hfoBSQAY/view"", ""(Pernambucanas) ARTHUR LUNDGREN INVESTIMENTOS, INCORPORAÇÃO E ADMINISTRAÇÃO LTDA."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eDfpOAE/view"", ""Pernambucanas - Venda Seguro GECX"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NS9CLIA1/view"", ""Pernambucanas - Recommit 2026"")",,Brazil,Retail & CPG,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-15,2026-10-26,"120,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6bFlQAI/view"", ""Americanas S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009W6ZkOAK/view"", ""Americanas - Incremental Growth- DataLake - INSTITUTO Projects"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OebgTIAR/view"", ""Revenue Increase - BigQuery&Vertex"")","ER-477845, ER-482470",Brazil,Retail & CPG,Analytics,4.1: Pre Ramp / Mobilize,2026-08-14,2026-09-30,"96,224.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002KMuNFQA1/view"", ""SIMPAR S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009W6KuOAK/view"", ""Grupo Simpar - SAP IaaS BW  #WL"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000N5kTHIAZ/view"", ""SIMPAR | Commit  - Movida + Azure Migration + SAP BW 2026"")",,Brazil,Multi Industry,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-08-31,2026-10-30,"400,000.00"
